web_scraper_order,web_scraper_start_url,data,name,data2,data3,data4,data5,image,image2,image3,image4
1781229702-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"baguss bahannya okee, kerenn 👍🏼",T***l,Varian: Jet Black - M,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e",https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229702-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kain nya tebel . Worth it ⭐️⭐️⭐️⭐️⭐️,F***d,Varian: Jet Black - M,11 bulan lalu,Membantu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229702-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"pesanan sdh d trima.
pngirimn ny cepat. cm sy bru keinget skrg ksh review ny. 😅
polo ny bagus bngt.
makasih bnyk, next time order lgi.
Product quality: original.",P***p,Varian: Jet Black - XL,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e",https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229702-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bahan bagus banget tebal dan halus enak dipakai,Q***s,Varian: White - XXL,12 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e",https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229729-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus,T***r,Varian: Brown - L,12 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Kualitas produk: sangat bagus sekali, jahitan nya jga rapih banget, pokok nya sama kaya yang di foto, kalo mau check out jangan ragu sama toko ini🤩🤩",V***q,Varian: Brown - S,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Mantep tebel bahan nya,H***g,Varian: Jet Black - L,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Mantap kali,D***o,Varian: Brown - XL,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,ʙᴀɢᴜs ʙᴀɴɢᴇᴛ,Z***d,Varian: Jet Black - S,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,sangat bagus,F***c,Varian: Jet Black - S,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus sesuai dgn foto,X***j,Varian: Jet Black - XL,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Baguuuuss tp size M masi besar buat badan ku ternyata,Q***a,Varian: Jet Black - M,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus,A***r,Varian: Jet Black - M,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229729-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Cakeppp abis lah,Q***v,Varian: Brown - S,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
