web_scraper_order,web_scraper_start_url,data,name,data2,data3,data4,data5,image,image2,image3,image4
1781293679-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"sedikit kecewa dikarenakan baru dipakai sehari tapi jahitan sudah banyak yang lepas,bahkan ada yang tidak terjahit degan benar.sehingga saya harus jahit ulang baju tsb",X***t,Varian: Brown - XXL,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"kualitas bagus bahan bagus
namun konsisten untuk ukuran awal belu ukuran M pas nyaman dan beli ke dua ukuran M kok kecil",W***i,Varian: Jet Black - M,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,bahan memang tebal tp tidak menyerap keringat.. kurang nyamam dipakai karena bahan nya kaku,Fransiskus,Varian: Jet Black - L,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://accounts.tokopedia.com/image/v1/u/7048843/user_thumbnail/desktop?ect=4g,,
1781293679-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kurir a ga punya adab marah marah in istri saya,C***l,Varian: Brown - XXL,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus cm agak lebar untuk org kurus,A***v,Varian: Jet Black - M,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Menyesal ikut rekomendasi ukuran dari seller jadi kecil bgt,C***a,Varian: Jet Black - M,7 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kualitas produk: tidak sesuai,Y***t,Varian: Brown - L,6 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bentuk nya jelekk,S***a,Varian: Brown - M,10 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"bahannya tebal bgt dan panas di pakai, tidak seperti yang hitam kok bisa berbeda ya bahannya🤔",R***t,Varian: Brown - L,7 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293679-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"ukuran nya kecil,padahal kata affialator udah besar ambil ukuran M,tapi ternyata nge gantung,klau angkat tangan,keliatan puser
,pembayaran coding tpi saya ambil barangnya...",W***q,Varian: Brown - M,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229546-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,baguss,Predy,Varian: L,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,,https://accounts.tokopedia.com/image/v1/u/81211161/user_thumbnail/desktop?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"seller amanah, produk sesuai deskripsi, packing rapih",dani,Varian: S,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/bjFkPX/2025/1/25/497a536a-4131-4964-8ad7-6a1dbc7be393.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.webp?lk3s=fddc9f6c&x-expires=1781240333&x-signature=ZVq3CuSxQTz%2B1eAUjhDasBbW2PY%3D&x-signature-webp=ZVq3CuSxQTz%2B1eAUjhDasBbW2PY%3D&ect=4g,https://accounts.tokopedia.com/image/v1/u/7913405/user_thumbnail/desktop?ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,bahan tebal dan halus sesuai gambar. sizing agak kurang panjang sih better upsize aja. agak ngatung di ukuran normal,Neta,Varian: M,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,,https://accounts.tokopedia.com/image/v1/u/8765040/user_thumbnail/desktop?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,The best!! Enakeun pokonya,H***l,Varian: Jet Black - L,Lebih dari 1 tahun lalu,Membantu,,,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"mantap banget sehari sampe,mantap😼",P***l,Varian: Brown - L,Lebih dari 1 tahun lalu,Membantu,,,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"bagus banget barang nyaa, selebihnya biarkan bintang yg menilai",O***g,Varian: Brown - M,Lebih dari 1 tahun lalu,Membantu,,,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,bagusss bangeettt 😍😍,S***f,Varian: Jet Black - L,Lebih dari 1 tahun lalu,Membantu,,,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Kualitas produk: Sangatt baguss bisa bersaing sm brand luar nih kalo gini kualitas produknya
Ginini yg Kren iklan sm realpicknya sm kualitasnya pokoknya mantap sudahh",V***x,Varian: Brown - XL,Lebih dari 1 tahun lalu,Membantu,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bangus bangatt bahannya lembut nyaman di pakai,N***c,Varian: Jet Black - L,Lebih dari 1 tahun lalu,Membantu,,,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229546-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Bahan bagus
Nyaman pakai
Sesuai espektasi
Terima kasih Cartiera",P***t,Varian: Brown - XXL,Lebih dari 1 tahun lalu,1 orang terbantu,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781293723-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - S,A***b,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,ã****,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,A****,Mantap,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - L,d***t,"Bagus , real pic",Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,0***%,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,m***a,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,I****,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,T***S,Baik,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,p***.,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293723-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,D***y,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293741-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - S,S****,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293741-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,k***l,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293741-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,K***a,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781293741-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,ð****,,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
